,note,octave,dynamics,string,reference,klass,semitone,pitch_reference,microphone,filename,pack_filename,pack_name,pack_description,class,class_num,scale
1559,F,6.0,,,1,bad-richness,77.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0291.wav,0291.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-richness,4,False
1560,F#,6.0,,,1,bad-richness,78.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0292.wav,0292.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-richness,4,False
1561,G,6.0,,,1,bad-richness,79.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0293.wav,0293.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-richness,4,False
1562,G,3.0,,,1,bad-attack,43.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0294.wav,0294.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1563,G#,3.0,,,1,bad-attack,44.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0295.wav,0295.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1564,A,3.0,,,1,bad-attack,45.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0296.wav,0296.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1565,A#,3.0,,,1,bad-attack,46.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0297.wav,0297.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1566,B,3.0,,,1,bad-attack,47.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0298.wav,0298.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1567,C,4.0,,,1,bad-attack,48.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0299.wav,0299.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1568,C#,4.0,,,1,bad-attack,49.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0300.wav,0300.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1569,D,4.0,,,1,bad-attack,50.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0301.wav,0301.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1570,D#,4.0,,,1,bad-attack,51.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0302.wav,0302.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1571,E,4.0,,,1,bad-attack,52.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0303.wav,0303.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1572,F,4.0,,,1,bad-attack,53.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0304.wav,0304.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1573,F#,4.0,,,1,bad-attack,54.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0305.wav,0305.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1574,G,4.0,,,1,bad-attack,55.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0306.wav,0306.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1575,G#,4.0,,,1,bad-attack,56.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0307.wav,0307.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1576,A,4.0,,,1,bad-attack,57.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0308.wav,0308.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1577,A#,4.0,,,1,bad-attack,58.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0309.wav,0309.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1578,B,4.0,,,1,bad-attack,59.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0310.wav,0310.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1579,C,5.0,,,1,bad-attack,60.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0311.wav,0311.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1580,C#,5.0,,,1,bad-attack,61.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0312.wav,0312.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1581,D,5.0,,,1,bad-attack,62.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0313.wav,0313.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1582,D#,5.0,,,1,bad-attack,63.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0314.wav,0314.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1583,E,5.0,,,1,bad-attack,64.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0315.wav,0315.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1584,F,5.0,,,1,bad-attack,65.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0316.wav,0316.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1585,F#,5.0,,,1,bad-attack,66.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0317.wav,0317.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1586,G,5.0,,,1,bad-attack,67.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0318.wav,0318.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1587,G#,5.0,,,1,bad-attack,68.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0319.wav,0319.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1588,A,5.0,,,1,bad-attack,69.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0320.wav,0320.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1589,A#,5.0,,,1,bad-attack,70.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0321.wav,0321.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1590,B,5.0,,,1,bad-attack,71.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0322.wav,0322.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1591,C,6.0,,,1,bad-attack,72.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0323.wav,0323.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1592,C#,6.0,,,1,bad-attack,73.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0324.wav,0324.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1593,D,6.0,,,1,bad-attack,74.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0325.wav,0325.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1594,D#,6.0,,,1,bad-attack,75.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0326.wav,0326.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1595,E,6.0,,,1,bad-attack,76.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0327.wav,0327.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1596,F,6.0,,,1,bad-attack,77.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0328.wav,0328.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1597,F#,6.0,,,1,bad-attack,78.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0329.wav,0329.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1598,G,6.0,,,1,bad-attack,79.0,442.0,iphone,GoodSounds/violin_laia_improvement_recordings_2/iphone/0330.wav,0330.wav,violin_laia_improvement_recordings_2,Recordings to improve models,bad-attack,5,False
1599,G,3.0,,,1,scale-good-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0000.wav,0000.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1600,G,3.0,,,1,scale-good-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0001.wav,0001.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1601,G,3.0,,,1,scale-good-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0002.wav,0002.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1602,G,3.0,,,1,scale-good-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0003.wav,0003.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1603,G,3.0,,,1,scale-good-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0004.wav,0004.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1604,G,3.0,,,1,scale-good-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0005.wav,0005.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1605,G,3.0,,,1,scale-good-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0006.wav,0006.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1606,G,3.0,,,1,scale-good-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0007.wav,0007.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1607,G,3.0,,,1,scale-good-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0008.wav,0008.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1608,D,4.0,,,1,scale-good-staccato,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0009.wav,0009.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1609,D,4.0,,,1,scale-good-staccato,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0010.wav,0010.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1610,D,4.0,,,1,scale-good-staccato,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0011.wav,0011.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1611,D,4.0,,,1,scale-good-staccato,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0012.wav,0012.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1612,D,4.0,,,1,scale-good-staccato,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0013.wav,0013.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1613,D,4.0,,,1,scale-good-staccato,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0014.wav,0014.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1614,D,4.0,,,1,scale-good-staccato,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0015.wav,0015.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1615,D,4.0,,,1,scale-good-staccato,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0016.wav,0016.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1616,D,4.0,,,1,scale-good-staccato,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0017.wav,0017.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1617,A,4.0,,,1,scale-good-staccato,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0018.wav,0018.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1618,A,4.0,,,1,scale-good-staccato,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0019.wav,0019.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1619,A,4.0,,,1,scale-good-staccato,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0020.wav,0020.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1620,A,4.0,,,1,scale-good-staccato,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0021.wav,0021.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1621,A,4.0,,,1,scale-good-staccato,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0022.wav,0022.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1622,A,4.0,,,1,scale-good-staccato,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0023.wav,0023.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1623,A,4.0,,,1,scale-good-staccato,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0024.wav,0024.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1624,A,4.0,,,1,scale-good-staccato,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0025.wav,0025.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1625,G,3.0,,,1,scale-good-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0026.wav,0026.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1626,G,3.0,,,1,scale-good-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0027.wav,0027.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1627,G,3.0,,,1,scale-good-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0028.wav,0028.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1628,G,3.0,,,1,scale-good-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0029.wav,0029.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1629,G,3.0,,,1,scale-good-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0030.wav,0030.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1630,G,3.0,,,1,scale-good-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0031.wav,0031.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1631,G,3.0,,,1,scale-good-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0032.wav,0032.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1632,G,3.0,,,1,scale-good-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0033.wav,0033.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1633,D,4.0,,,1,scale-good-staccato,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0034.wav,0034.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1634,D,4.0,,,1,scale-good-staccato,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0035.wav,0035.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1635,D,4.0,,,1,scale-good-staccato,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0036.wav,0036.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1636,D,4.0,,,1,scale-good-staccato,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0037.wav,0037.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1637,D,4.0,,,1,scale-good-staccato,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0038.wav,0038.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1638,D,4.0,,,1,scale-good-staccato,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0039.wav,0039.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1639,D,4.0,,,1,scale-good-staccato,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0040.wav,0040.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1640,D,4.0,,,1,scale-good-staccato,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0041.wav,0041.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1641,A,4.0,,,1,scale-good-staccato,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0042.wav,0042.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1642,A,4.0,,,1,scale-good-staccato,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0043.wav,0043.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1643,A,4.0,,,1,scale-good-staccato,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0044.wav,0044.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1644,A,4.0,,,1,scale-good-staccato,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0045.wav,0045.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1645,A,4.0,,,1,scale-good-staccato,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0046.wav,0046.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1646,A,4.0,,,1,scale-good-staccato,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0047.wav,0047.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1647,A,4.0,,,1,scale-good-staccato,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0048.wav,0048.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1648,A,4.0,,,1,scale-good-staccato,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0049.wav,0049.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1649,G,3.0,,,1,scale-good-staccato-minor,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0050.wav,0050.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1650,G,3.0,,,1,scale-good-staccato-minor,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0051.wav,0051.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1651,G,3.0,,,1,scale-good-staccato-minor,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0052.wav,0052.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1652,G,3.0,,,1,scale-good-staccato-minor,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0053.wav,0053.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1653,G,3.0,,,1,scale-good-staccato-minor,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0054.wav,0054.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1654,G,3.0,,,1,scale-good-staccato-minor,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0055.wav,0055.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1655,G,3.0,,,1,scale-good-staccato-minor,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0056.wav,0056.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1656,G,3.0,,,1,scale-good-staccato-minor,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0057.wav,0057.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1657,D,4.0,,,1,scale-good-staccato-minor,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0058.wav,0058.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1658,D,4.0,,,1,scale-good-staccato-minor,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0059.wav,0059.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1659,D,4.0,,,1,scale-good-staccato-minor,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0060.wav,0060.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1660,D,4.0,,,1,scale-good-staccato-minor,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0061.wav,0061.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1661,D,4.0,,,1,scale-good-staccato-minor,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0062.wav,0062.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1662,D,4.0,,,1,scale-good-staccato-minor,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0063.wav,0063.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1663,D,4.0,,,1,scale-good-staccato-minor,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0064.wav,0064.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1664,D,4.0,,,1,scale-good-staccato-minor,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0065.wav,0065.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1665,A,4.0,,,1,scale-good-staccato-minor,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0066.wav,0066.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1666,A,4.0,,,1,scale-good-staccato-minor,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0067.wav,0067.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1667,A,4.0,,,1,scale-good-staccato-minor,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0068.wav,0068.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1668,A,4.0,,,1,scale-good-staccato-minor,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0069.wav,0069.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1669,A,4.0,,,1,scale-good-staccato-minor,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0070.wav,0070.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1670,A,4.0,,,1,scale-good-staccato-minor,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0071.wav,0071.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1671,A,4.0,,,1,scale-good-staccato-minor,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0072.wav,0072.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1672,A,4.0,,,1,scale-good-staccato-minor,57.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0073.wav,0073.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,good,0,True
1673,G,3.0,,,1,scale-bad-pitch-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0074.wav,0074.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,bad-pitch,2,True
1674,G,3.0,,,1,scale-bad-pitch-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0075.wav,0075.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,bad-pitch,2,True
1675,G,3.0,,,1,scale-bad-pitch-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0076.wav,0076.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,bad-pitch,2,True
1676,G,3.0,,,1,scale-bad-pitch-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0077.wav,0077.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,bad-pitch,2,True
1677,G,3.0,,,1,scale-bad-pitch-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0078.wav,0078.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,bad-pitch,2,True
1678,G,3.0,,,1,scale-bad-pitch-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0079.wav,0079.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,bad-pitch,2,True
1679,G,3.0,,,1,scale-bad-pitch-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0080.wav,0080.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,bad-pitch,2,True
1680,G,3.0,,,1,scale-bad-pitch-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0081.wav,0081.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,bad-pitch,2,True
1681,G,3.0,,,1,scale-bad-pitch-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0082.wav,0082.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,bad-pitch,2,True
1682,G,3.0,,,1,scale-bad-pitch-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0083.wav,0083.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,bad-pitch,2,True
1683,G,3.0,,,1,scale-bad-pitch-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0084.wav,0084.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,bad-pitch,2,True
1684,G,3.0,,,1,scale-bad-pitch-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0085.wav,0085.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,bad-pitch,2,True
1685,G,3.0,,,1,scale-bad-pitch-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0086.wav,0086.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,bad-pitch,2,True
1686,G,3.0,,,1,scale-bad-pitch-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0087.wav,0087.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,bad-pitch,2,True
1687,G,3.0,,,1,scale-bad-pitch-staccato,43.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0088.wav,0088.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,bad-pitch,2,True
1688,D,4.0,,,1,scale-bad-pitch-staccato,50.0,442.0,neumann,GoodSounds/violin_violin_scales_laia_recordings/neumann/0089.wav,0089.wav,violin_violin_scales_laia_recordings,Violin recordings of scales,bad-pitch,2,True
